	m_hilicp_0000	m_hilicp_0003	m_hilicp_0004	m_hilicp_0005	m_hilicp_0006	m_hilicp_0010	m_hilicp_0011	m_hilicp_0013	m_hilicp_0017	m_hilicp_0021	m_hilicp_0022	m_hilicp_0023	m_hilicp_0024	m_hilicp_0026	m_hilicp_0029	m_hilicp_0030	m_hilicp_0033	m_hilicp_0035	m_hilicp_0036	m_hilicp_0042	m_hilicp_0043	m_hilicp_0046	m_hilicp_0047	m_hilicp_0048	m_hilicp_0049	m_hilicp_0051	m_hilicp_0055	m_hilicp_0056	m_hilicp_0057	m_hilicp_0058	m_hilicp_0060	m_hilicp_0061	m_hilicp_0064	m_hilicp_0065	m_hilicp_0069	m_hilicp_0071	m_hilicp_0072	m_hilicp_0074	m_hilicp_0075	m_hilicp_0076	m_hilicp_0077	m_hilicp_0078	m_hilicp_0079	m_hilicp_0080	m_hilicp_0082	m_hilicp_0084	m_hilicp_0085	m_hilicp_0087	m_hilicp_0088	m_hilicp_0090	m_hilicp_0091	m_hilicp_0092	m_hilicp_0093	m_hilicp_0095	m_hilicp_0096	m_hilicp_0097	m_hilicp_0098	m_hilicp_0099	m_hilicp_0100	m_hilicp_0101	m_hilicp_0102	m_hilicp_0104	m_hilicp_0107	m_hilicp_0113	m_hilicp_0116	m_hilicp_0120	m_hilicp_0121	m_hilicp_0123	m_hilicp_0124	m_hilicp_0125	m_hilicp_0127	m_hilicp_0129	m_hilicp_0131	m_hilicp_0132	m_hilicp_0134	m_hilicp_0137	m_hilicp_0138	m_hilicp_0139	m_hilicp_0141	m_hilicp_0142	m_hilicp_0145	m_hilicp_0146	m_hilicp_0149	m_hilicp_0152	m_hilicp_0154	m_hilicp_0155	m_hilicp_0158	m_hilicp_0160	m_hilicp_0161	m_hilicp_0164	m_hilicp_0165	m_hilicp_0168	m_hilicp_0169	m_hilicp_0176	m_hilicp_0180	m_hilicp_0184	m_hilicp_0185	m_hilicp_0187	m_hilicp_0188	m_hilicp_0189	m_hilicp_0190	m_hilicp_0192	m_hilicp_0193	m_hilicp_0194	m_hilicp_0195	m_hilicp_0197	m_hilicp_0200	m_hilicp_0204	m_hilicp_0205	m_hilicp_0206	m_hilicp_0207	m_hilicp_0210	m_hilicp_0211	m_hilicp_0212	m_hilicp_0215	m_hilicp_0223	m_hilicp_0225	m_hilicp_0227	m_hilicp_0229	m_hilicp_0230	m_hilicp_0231	m_hilicp_0235	m_hilicp_0236	m_hilicp_0237	m_hilicp_0238	m_hilicp_0241	m_hilicp_0242	m_hilicp_0244	m_hilicp_0247	m_hilicp_0253	m_hilicp_0255	m_hilicp_0256	m_hilicp_0259	m_hilicp_0264	m_hilicp_0265	m_hilicp_0267	m_hilicp_0270	m_hilicp_0271	m_hilicp_0272	m_hilicp_0273	m_hilicp_0278	m_hilicp_0279	m_hilicp_0291	m_hilicp_0292	m_hilicp_0293	m_hilicp_0295	m_hilicp_0305	m_hilicp_0306	m_hilicp_0310	m_hilicp_0312	m_hilicp_0315	m_hilicp_0316	m_hilicp_0318	m_hilicp_0321	m_hilicp_0322	m_hilicp_0326	m_hilicp_0332	m_hilicp_0338	m_hilicp_0347	m_hilicp_0353	m_hilicp_0356	m_hilicp_0357	m_hilicp_0358	m_hilicp_0359	m_hilicp_0360	m_hilicp_0361	m_hilicp_0362	m_hilicp_0363	m_hilicp_0364	m_hilicp_0365	m_hilicp_0366	m_hilicp_0367
s02142		4689.0	13714137.0	99339.0			15130924.0	831609.0					11857.0	542411.0	1375.0	2063882.0		455.0		43032064.0	654613.0				53162.0	17186826.0	29372664.0		1591126.0	8262.0	775118	29012.0		4760.0		26361.0	7944.0	1995580.0	652462.0	115793.0		1734446.0	4729.0		537953.0				1209854.0		27435.0			9702.0	1030372		5628000		2979966.0			1300821.0					31586.0	25152.0		1069.0		8085.0	22534.0		1155.0	180737.0	9977.0	81331.0			22164292				1810.0	3479.0	12473254		146496.0					144467.0			836.0		25901.0		186004.0	934.0	30823.0	920.0	1890.0							4402	3871533	17854.0		43399.0	19852.0	20865.0	266197.0						619.0	38603.0	12477.0				0.0	61362.0		13199.0		1623.0		8503.0	131012.0	816.0		119751.0			176230.0	225.0	172573.0	13304.0			1448.0		39490.0	15976.0						0.0				89511.0	131106.0	349019.0	634169	427264				
s02103		1268.0	15470526.0	130450.0			16391964.0	1055280.0					11705.0	75430.0	2728.0	2823142.0		1483.0		79303.0	13618.0				56596.0	15963374.0	36483612.0		150723.0	5582.0	4564	49421.0		981.0		27214.0	9020.0	2090464.0	738247.0	15524.0		38192.0	5411.0		627786.0				1158007.0		30746.0			10478.0	26115		6101886		3430458.0			1581650.0					47883.0	30555.0		446.0		4171.0	19981.0		3168.0	197649.0	8942.0	108727.0			25539974				2216.0	5132.0	13388298		189694.0					146731.0			611.0		31843.0		200575.0	698.0	40882.0	648.0	1612.0							4311	4290302	16734.0		43680.0	14617.0	21904.0	176421.0						1814.0	79534.0	4317.0				104.0	42025.0		5395.0		1183.0		9490.0	148647.0	15071.0		145204.0			209011.0	660.0	201666.0	23923.0			3839.0		1020.0	13188.0						2639.0				112949.0	92038.0	389265.0	729369	215870				
s02150		24265.0	20241570.0	197982.0			7824620.0	7251522.0					37294.0	154884.0	3620.0	1452813.0		15920.0		190410336.0	654537.0				152665.0	16097877.0	66337668.0		1900224.0	21792.0	4759766	10125.0		6716.0		25125.0	14067.0	2289258.0	770391.0	27248.0		3470136.0	15658.0		216438.0				652477.0		27419.0			29330.0	434187		8905716		3347970.0			3747236.0					57212.0	13284.0		20622.0		31031.0	16499.0		8100.0	5261.0	7731.0	36310.0			15730784				37526.0	13349.0	11780741		163987.0					27865.0			2741.0		42619.0		484033.0	7306.0	43056.0	2140.0	2031.0							18874	1779153	7799.0		235417.0	115961.0	14768.0	143659.0						11602.0	82194.0	63869.0				287.0	66141.0		3283.0		118689.0		9305.0	90000.0	2800.0		116657.0			133332.0	3376.0	179280.0	23497.0			5139.0		6610.0	15985.0						148.0				135445.0	125255.0	99797.0	614060	447625				
s02105		2395.0	15809201.0	121532.0			16623438.0	993247.0					10585.0	138565.0	1832.0	3002048.0		1434.0		5322.0	45523.0				57505.0	8994775.0	36515152.0		976634.0	8514.0	2755	34838.0		3286.0		24009.0	9327.0	2160516.0	753863.0	13278.0		2354.0	3883.0		627775.0				1158998.0		24712.0			10050.0	28552		6058648		3442124.0			1708000.0					47927.0	28461.0		346.0		7506.0	16758.0		2671.0	206412.0	8993.0	107169.0			25458580				2801.0	2978.0	13385043		188884.0					150533.0			728.0		30452.0		205434.0	974.0	42186.0	1717.0	1547.0							5046	4253522	11679.0		43925.0	15969.0	23557.0	172773.0						2329.0	70859.0	24087.0				126.0	45302.0		3840.0		2106.0		6604.0	143677.0	152.0		143990.0			212491.0	805.0	195774.0	19450.0			2309.0		965.0	13781.0						1842.0				122034.0	82978.0	380102.0	352586	383341				
s02131		2827.0	13769688.0	3073892.0			11822513.0	900254.0					9064.0	592411.0	1515.0	2374222.0		1194.0		38940508.0	14438.0				57704.0	11716017.0	31195226.0		1572310.0	8699.0	2308	25602.0		5502.0		28792.0	6928.0	1994217.0	372908.0	117660.0		1320026.0	3067.0		582233.0				966831.0		25023.0			8600.0	678343		5612043		3143100.0			1615284.0					35218.0	25681.0		807.0		5284.0	24054.0		974.0	129097.0	8755.0	113146.0			23610392				1086.0	3867.0	165548		19485.0					115285.0			1547.0		48633.0		198396.0	320.0	37553.0	415.0	1199.0							32641	4050941	117.0		44590.0	21491.0	22099.0	206044.0						1830.0	29350.0	14250.0				1221.0	41980.0		24657.0		113.0		4807.0	121685.0	4684.0		124249.0			182182.0	901.0	147381.0	6033.0			1023.0		42205.0	4494.0						7232.0				101640.0	127547.0	337591.0	470654	334216				
s02138		756.0	15783678.0	93940.0			14951245.0	272310.0					10546.0	545614.0	1437.0	2117884.0		577.0		43157652.0	650044.0				47348.0	17524538.0	30334544.0		1699007.0	6376.0	755168	21890.0		1243.0		19739.0	6792.0	1989155.0	40991.0	104062.0		1441594.0	3765.0		578323.0				1065321.0		23142.0			10327.0	1089158		5653776		3481968.0			1620100.0					32484.0	25294.0		992.0		6688.0	27909.0		1770.0	176803.0	9286.0	71006.0			23410014				2276.0	4063.0	12839587		155790.0					127272.0			730.0		49778.0		193631.0	860.0	31776.0	718.0	758.0							1440	3997778	14800.0		42585.0	17505.0	21024.0	270257.0						258.0	44996.0	19561.0				365.0	52869.0		14596.0		3098.0		7892.0	135071.0	13198.0		129137.0			187450.0	246.0	178355.0	12459.0			1868.0		33648.0	14462.0						114.0				90705.0	124802.0	311123.0	640477	389569				
s02123		1538.0	13894638.0	104789.0			15677513.0	959272.0					9998.0	9333.0	1437.0	2661859.0		273.0		40919424.0	7525.0				53382.0	19547378.0	34133360.0		77834.0	6617.0	2254	20939.0		2523.0		26337.0	8587.0	2028197.0	230893.0	5810.0		896571.0	3779.0		595655.0				976663.0		23601.0			13243.0	50076		5615580		3977644.0			1699491.0					37515.0	29173.0		626.0		5501.0	23133.0		1801.0	164055.0	9797.0	101661.0			23088526				1756.0	6816.0	12747453		186632.0					131727.0			880.0		32551.0		179649.0	1050.0	40819.0	1856.0	270.0							5050	4003679	17913.0		45344.0	19759.0	23223.0	150358.0						1917.0	95805.0	7182.0				1229.0	37280.0		3916.0		395.0		8523.0	137456.0	8902.0		131585.0			186974.0	1445.0	178635.0	19703.0			9677.0		314.0	803.0						1372.0				117048.0	127659.0	377725.0	606397	279166				
s02135		6445.0	14670638.0	129195.0			14328234.0	1196660.0					9613.0	662280.0	1758.0	2386646.0		462.0		15068905.0	834062.0				54577.0	10348053.0	32346608.0		2057434.0	16557.0	19494	29448.0		7593.0		21700.0	8504.0	2230127.0	437787.0	128678.0		6257598.0	5580.0		611672.0				725072.0		22239.0			10935.0	1043563		6665522		3223488.0			1858053.0					85592.0	24467.0		1776.0		1992.0	29513.0		3373.0	185555.0	8418.0	123215.0			23563752				2979.0	11612.0	14096829		165048.0					62555.0			1161.0		40796.0		259719.0	1666.0	36891.0	1699.0	3094.0							45714	3982974	19250.0		54944.0	26028.0	18909.0	241074.0						3152.0	38382.0	13713.0				1942.0	57107.0		20138.0		0.0		19620.0	125241.0	10030.0		125723.0			180674.0	17347.0	179569.0	204525.0			91538.0		42137.0	546.0						5318.0				102140.0	59142.0	316019.0	613981	377156				
s02122		2293.0	14309611.0	111686.0			15932638.0	1097931.0					8440.0	9148.0	1602.0	2719470.0		589.0		41414748.0	7264.0				57629.0	19637856.0	31591230.0		78523.0	6959.0	5044	57633.0		8800.0		26177.0	8499.0	2092577.0	305571.0	4025.0		908177.0	3528.0		599098.0				1036468.0		22958.0			11306.0	48447		5793834		3964880.0			1573784.0					39363.0	27089.0		478.0		9030.0	21134.0		1312.0	186860.0	11296.0	99599.0			23678510				2078.0	6987.0	13175355		193385.0					147753.0			780.0		34744.0		188316.0	1212.0	39496.0	290.0	1219.0							4974	4089833	16754.0		44830.0	20644.0	24920.0	158126.0						1813.0	104362.0	13438.0				890.0	38543.0		3649.0		1195.0		8228.0	146461.0	4877.0		136506.0			188797.0	3780.0	192470.0	20305.0			9114.0		1124.0	476.0						2164.0				105513.0	128981.0	357337.0	645699	407342				
s02116		1976.0	14938972.0	141112.0			15627729.0	915273.0					11736.0	814817.0	1682.0	2749892.0		456.0		52293508.0	885972.0				61428.0	16203053.0	34912284.0		561353.0	8849.0	716810	57301.0		1935.0		26364.0	9987.0	2342064.0	278683.0	28381.0		955035.0	16878.0		626452.0				1033283.0		31408.0			10659.0	188617		7465876		3658500.0			1649575.0					92508.0	30834.0		548.0		5559.0	24001.0		3631.0	139190.0	8156.0	166359.0			25399068				1868.0	3688.0	14708853		175675.0					47118.0			914.0		26296.0		227993.0	552.0	40514.0	1540.0	1356.0							2161	3916950	18014.0		40886.0	16181.0	25119.0	178849.0						2171.0	32651.0	20695.0				511.0	51923.0		14056.0		2884.0		4188.0	137934.0	386.0		132571.0			139773.0	796.0	159611.0	2748.0			986.0		84728.0	74848.0						1177.0				107810.0	131002.0	371123.0	724475	428940				
s02134		4973.0	15258824.0	124603.0			14030203.0	1263803.0					8328.0	753069.0	1570.0	2541026.0		118.0		14413897.0	916258.0				54878.0	9446404.0	34811284.0		2360944.0	12563.0	3242	57588.0		3235.0		20842.0	9471.0	2424897.0	561762.0	135896.0		5992860.0	4315.0		653964.0				682523.0		20897.0			9913.0	935424		7026194		3360816.0			2088860.0					62801.0	23737.0		691.0		5360.0	28623.0		2890.0	171956.0	11336.0	142070.0			24286068				2116.0	10098.0	14644843		172668.0					72912.0			1057.0		34395.0		277171.0	2141.0	38998.0	680.0	2757.0							49287	4012214	11618.0		42902.0	21323.0	18648.0	200948.0						3753.0	35873.0	7570.0				2694.0	56671.0		34328.0		0.0		10260.0	132989.0	13650.0		124313.0			177428.0	29926.0	177443.0	308919.0			145247.0		34713.0	454.0						7313.0				105405.0	119447.0	311379.0	587189	301873				
s02292			104585.0	118008.0			11868814.0	1174265.0			52894.0		52243.0	204254.0	3573.0	3412739.0		20513.0		143750688.0	3422.0				168716.0	18128854.0	95270640.0		5384.0		4095					121141.0	51006.0	656012.0	285338.0	3091.0					730376.0			45820.0			15198.0			17346.0	75151		6586796	28632.0	3542711.0			170611.0						17988.0								662.0		63881.0			4599936						16075373		94726.0					448917.0		128.0			1061890.0		143226.0		21869.0						368264.0			18932	1497668	9137.0		205671.0		7719.0	62730.0						13743.0	46592.0	12813.0					20745.0	3028031.0	6323.0					1065.0			112601.0			196315.0		140480.0	49466.0			3828.0		351.0					4721.0	608.0	8309.0				190627.0	262254.0	154170.0	615043	421491		765226.0	374811.0	
s02357			13455885.0	47467.0			15098019.0	1202106.0			594465.0		9100.0	660932.0	2065.0	2472282.0		723.0		40215852.0	14631.0				60598.0	244067.0	29840082.0		107973.0		1021					26928.0	8830.0	2258322.0	298492.0	108172.0					540259.0			1309887.0			25251.0			5337.0	759928		5765668	34317.0	3460045.0			1512775.0						25504.0								157014.0		104473.0			22047104						6727676		269152.0					344288.0		982.0			37556.0		202533.0		37514.0						80355.0			73194	4049384	19362.0		42900.0		20491.0	205802.0						390.0	39970.0	16243.0					16477.0	2695487.0	4801.0					142957.0			117368.0			158999.0		164579.0	247408.0			74546.0		4997.0					10082.0	3616.0	2132.0				80319.0	111123.0	300182.0	604207	401941		198644.0	365933.0	
s02303			332175.0	14584.0			37669.0	21524.0			1840.0		119.0	3504.0	1371.0	18600.0		488.0		10834.0	6842.0				2444.0	17046.0	194801.0		8526.0		944					4821.0	261.0	2412.0	1582.0	588.0					1451.0			1963.0			3086.0			208.0	486		29236	1247.0	6687.0			5055.0						4789.0								0.0		678.0			8490						48944		853.0					3849.0		0.0			3705.0		1171.0		876.0						1780.0			1493	4272	1017.0		1911.0		413.0	3492.0						688.0	109.0	0.0					281.0	1080.0	636.0					266.0			0.0			0.0		0.0	0.0			0.0		0.0					0.0	115.0	0.0				678.0	1462.0	896.0	858	228		647.0	12409.0	
s02247			96550.0	117758.0			15019009.0	5663.0			444423.0		9232.0	520595.0	869.0	708613.0		531.0		25001378.0	3707.0				58125.0	13656097.0	40515824.0		44095.0		2302					59979.0	121985.0	1615851.0	126251.0	7635.0					643007.0			903004.0			23019.0			7322.0	30446		5705092	12056.0	4114799.0			240205.0						49933.0								170060.0		130275.0			11112219						12056242		153152.0					230431.0		475.0			1821782.0		173354.0		34601.0						61583.0			12885	3382078	16830.0		20051.0		20275.0	121100.0						5957.0	25109.0	13675.0					31192.0	546228.0	10798.0					90343.0			118723.0			170022.0		163651.0	45540.0			12113.0		1496.0					7205.0	4412.0	6513.0				101553.0	149555.0	327266.0	548298	388000		245131.0	445091.0	
s02250			16520991.0	122447.0			18253074.0	4817372.0			478147.0		129130.0	118521.0	105.0	1730487.0		1423.0		143557280.0	560670.0				340942.0	123855136.0	71012512.0		1446952.0		3478					21526.0	21448.0	9045692.0	570928.0	23065.0					285238.0			16189.0			26812.0			14778.0	202484		5873720	33810.0	2884584.0			2444706.0						243204.0								9838.0		20634.0			14228289						7686320		53977.0					319347.0		243.0			29027.0		708585.0		52339.0						82873.0			8488	2353955	730785.0		186645.0		20157.0	3848177.0						9108.0	55794.0	51240.0					48772.0	4016920.0	10582.0					75352.0			161923.0			259315.0		198242.0	94486.0			6288.0		42480.0					6455.0	412.0	599.0				165867.0	163365.0	159794.0	546020	398014		804266.0	284148.0	
s02351			243512.0	9980.0			41009.0	18977.0			6920.0		388.0	1795.0	6057.0	18178.0		4217.0		38661.0	6827.0				6486.0	29624.0	240295.0		11378.0		1709					5506.0	2030.0	6335.0	2448.0	853.0					1854.0			764.0			3084.0			682.0	780		27922	2535.0	10653.0			3245.0						13749.0								758.0		183.0			18606						61992		757.0					2788.0		0.0			2397.0		4422.0		198.0						829.0			1835	3935	2145.0		1983.0		423.0	20730.0						615.0	163.0	267.0					648.0	1569.0	680.0					146.0			116.0			0.0		0.0	114.0			0.0		0.0					0.0	102.0	0.0				99.0	486.0	1093.0	244	202		268.0	12001.0	
s02332			9247089.0	97152.0			15021197.0	939278.0			485431.0		10499.0	493183.0	631.0	2099060.0		614.0		32820340.0	469108.0				52750.0	15562968.0	30035060.0		1213686.0		47410					35616.0	7513.0	1999431.0	551066.0	80015.0					548465.0			957609.0			29004.0			8997.0	725769		5387630	26089.0	2863436.0			1352712.0						30207.0								156994.0		79648.0			20598870						11805395		139304.0					354539.0		1599.0			83326.0		172339.0		30981.0						71204.0			10543	3620538	18143.0		37612.0		19961.0	226451.0						1646.0	58045.0	16017.0					103023.0	3371776.0	15183.0					125908.0			111625.0			170505.0		155185.0	19957.0			4606.0		10402.0					10132.0	4520.0	1552.0				94556.0	121725.0	316440.0	595352	406210		240997.0	385921.0	
s02288			25050742.0	3821329.0			5646558.0	9763895.0			437024.0		0.0	214781.0	2823.0	2085897.0		38907.0		110227824.0	1474446.0				17181.0	1247696.0	28258718.0		3298844.0		4263450					4520.0	20233.0	184381.0	1214499.0	41000.0					1272902.0			14974.0			12821.0			30062.0	1034327		14661213	34448.0	3593917.0			3036076.0						8021.0								2243.0		1129.0			24141002						197581		184718.0					1200091.0		327.0			35395.0		329095.0		45354.0						32526.0			17496	3557304	24303.0		218991.0		11746.0	52487.0						16203.0	18162.0	42842.0					231246.0	5610.0	3330.0					2819.0			241.0			0.0		106.0	8418.0			2986.0		22776.0					0.0	712705.0	0.0				166766.0	101085.0	137694.0	627023	246323		904933.0	194268.0	
s02263			2799334.0	149738.0			17291888.0	4846612.0			688103.0		103557.0	109914.0	8907.0	3258394.0		24061.0		132178112.0	14612.0				374449.0	116470160.0	71572856.0		47097.0		2626742					66759.0	24806.0	8609803.0	578305.0	2839.0					276545.0			18094.0			26063.0			14601.0	46035		6587712	9689.0	3289340.0			1347846.0						581395.0								7316.0		25678.0			3089311						8536277		53128.0					77680.0		167.0			18421.0		721934.0		53003.0						93489.0			34662	2040838	727959.0		133917.0		16587.0	3359228.0						12014.0	30122.0	54210.0					29678.0	3440939.0	7265.0					77830.0			156882.0			246453.0		190334.0	89316.0			6008.0		25444.0					5528.0	1100.0	1478.0				201563.0	240268.0	193106.0	494599	413046		785513.0	452721.0	
s02311			24585774.0	3836010.0			7110308.0	8850568.0			489094.0		381.0	266853.0	3000.0	2242933.0		36317.0		116148320.0	1221052.0				16410.0	1334195.0	27679370.0		3535471.0		9375					5295.0	21328.0	189263.0	1209495.0	30046.0					1324911.0			20481.0			17046.0			26601.0	855037		14967195	61765.0	4425883.0			2994104.0						9704.0								2605.0		3089.0			24640300						165731		219145.0					1135197.0		318.0			39536.0		316006.0		50522.0						35725.0			85476	3725004	23623.0		203892.0		11176.0	53291.0						20016.0	10405.0	1183.0					226647.0	3536.0	9644.0					3410.0			302.0			123.0		106.0	34958.0			6361.0		633.0					0.0	375504.0	171.0				163106.0	100865.0	139749.0	497254	313892		809626.0	199821.0	
s02265			12082660.0	118953.0			15153750.0	1106558.0			507937.0		11843.0	488038.0	184.0	1914631.0		750.0		29033770.0	542400.0				52703.0	15241543.0	29568808.0		1371157.0		1791					31221.0	7989.0	1980644.0	654562.0	121266.0					550508.0			1020341.0			27617.0			6559.0	1158059		5803854	24066.0	2655210.0			1341393.0						26421.0								123852.0		109581.0			20327862						12386977		149953.0					286503.0		488.0			43900.0		183767.0		30170.0						44966.0			36823	3475620	17098.0		37721.0		22714.0	287957.0						1959.0	43009.0	17246.0					14595.0	497065.0	12676.0					120170.0			119473.0			179332.0		161411.0	19353.0			2892.0		19246.0					11799.0	4887.0	889.0				83566.0	103840.0	301923.0	579866	395305		206645.0	357031.0	
s02251			17783122.0	148004.0			19210642.0	5355332.0			575418.0		149725.0	114458.0	250.0	1859286.0		4145.0		156617392.0	590814.0				345047.0	133381216.0	68766672.0		1520518.0		386272					20222.0	22030.0	9493615.0	646286.0	24138.0					287611.0			23552.0			27507.0			20690.0	237014		6453134	33594.0	3262654.0			2891563.0						228506.0								11581.0		21218.0			14771233						8770742		61764.0					348838.0		681.0			31722.0		728253.0		62665.0						116649.0			11615	2418585	721284.0		239352.0		19638.0	4415948.0						12666.0	68717.0	44570.0					48811.0	5188646.0	12661.0					87719.0			196149.0			312956.0		241306.0	113856.0			7532.0		57660.0					7358.0	759.0	665.0				151657.0	136590.0	122142.0	686677	380760		805945.0	233492.0	
s02275			17984806.0	6363.0			18706632.0	5408326.0			25834.0		120153.0	161764.0	150071.0	1916497.0		3661263.0		146205904.0	523352.0				6638654.0	129415152.0	70722448.0		1637580.0		3117					24715.0	1830190.0	9336563.0	493781.0	5863.0					290015.0			19173.0			30324.0			21158.0	53858		708402	17859.0	3065187.0			2735775.0						229139.0								13343.0		21226.0			15677694						7853254		56881.0					314781.0		890.0			19809.0		700803.0		61115.0						79789.0			4674	2695881	670888.0		187107.0		16861.0	4103868.0						7979.0	52445.0	51792.0					44668.0	2681488.0	9241.0					5933.0			178089.0			267671.0		217339.0	90814.0			8324.0		54337.0					6285.0	577.0	1955.0				179040.0	166053.0	188692.0	575940	416766		758958.0	290805.0	
s02324			23901308.0	3606686.0			5779838.0	8715226.0			406905.0		1250.0	218154.0	1944.0	2007495.0		36526.0		109200568.0	1112204.0				16463.0	1117551.0	27483476.0		3301605.0		4144238					6215.0	21674.0	181493.0	1148122.0	42348.0					1255440.0			17233.0			14198.0			30622.0	998374		13598860	39634.0	3526951.0			2973924.0						9103.0								6400.0		1556.0			23830278						252243		181531.0					1068805.0		114.0			31404.0		322464.0		47227.0						31253.0			25088	3461000	27783.0		217595.0		9951.0	46345.0						20489.0	16946.0	46304.0					40970.0	2564.0	16488.0					3742.0			371.0			127.0		0.0	11444.0			2933.0		26290.0					0.0	629500.0	127.0				162560.0	104222.0	148440.0	596496	336921		1053600.0	211994.0	
s02408			13092101.0	151635.0			15205110.0	1248707.0			552918.0		13189.0	741719.0	1649.0	2337894.0		574.0		52685676.0	647910.0				57047.0	17847960.0	29205590.0		1645446.0		656840					29636.0	10701.0	2458042.0	629819.0	97115.0					580744.0			1275664.0			23533.0			9191.0	754035		7257890	70308.0	3215221.0			1783702.0						25333.0								176579.0		138804.0			21767238						14189316		159486.0					446963.0		102110.0			67397.0		211514.0		39404.0						50965.0			11360	3747786	17733.0		47653.0		22192.0	265422.0						8082.0	65941.0	11395.0					67502.0	2327512.0	14571.0					122663.0			113771.0			158235.0		165988.0	26631.0			6739.0		21692.0					9722.0	3315.0	1686.0				88914.0	108264.0	280187.0	567206	404445		205054.0	341374.0	
s02255			12556337.0	118848.0			12146257.0	1135168.0			765678.0		8936.0	638284.0	876.0	2247931.0		669.0		52037712.0	660314.0				55430.0	11130091.0	30255792.0		1841723.0		814					32029.0	8327.0	2127168.0	735976.0	137607.0					593170.0			1076804.0			27927.0			5294.0	1221283		6303734	49824.0	3334420.0			1435560.0						27997.0								362.0		141649.0			21121278						13060453		133978.0					404246.0		416.0			66640.0		179183.0		32939.0						50536.0			37040	3213783	16920.0		34014.0		22291.0	218763.0						2914.0	33744.0	15649.0					26204.0	1293.0	17034.0					121045.0			111237.0			166741.0		150057.0	72503.0			29553.0		21026.0					8894.0	8421.0	7078.0				92991.0	115546.0	330406.0	580294	378066		217752.0	391961.0	
s02381			12931963.0	55262.0			14912035.0	1108927.0			522680.0		10248.0	549800.0	1149.0	2174138.0		151.0		36100392.0	691822.0				52009.0	16053442.0	28234480.0		1636761.0		778					20508.0	6956.0	2057448.0	661332.0	122982.0					544424.0			1242010.0			25697.0			5671.0	1072978		66078	35162.0	3131349.0			1543419.0						26716.0								175704.0		97000.0			24060640						13553233		155018.0					377418.0		5221.0			47231.0		180423.0		32341.0						56246.0			27145	24431	16457.0		44518.0		20410.0	292148.0						1457.0	51339.0	2230.0					62200.0	7926.0	9089.0					129576.0			120207.0			156.0		0.0	99.0			234.0		16042.0					6226.0	2241.0	107.0				93870.0	108874.0	411659.0	624457	409430		197350.0	399644.0	
s02241			14081337.0	114535.0			14996158.0	283733.0			543542.0		10953.0	555761.0	1219.0	2141315.0		1403.0		40010048.0	588430.0				64930.0	14078038.0	27199292.0		1423026.0		1353					28695.0	8017.0	2100608.0	679666.0	133358.0					571774.0			1297557.0			30788.0			5028.0	1145520		5697238	78676.0	2888062.0			1069517.0						33695.0								597.0		116021.0			21016940						12061650		128847.0					315611.0		408.0			77836.0		179915.0		30898.0						42947.0			32134	3152846	17981.0		31188.0		20757.0	254879.0						3183.0	23843.0	12125.0					12475.0	15398.0	17914.0					107295.0			107133.0			145369.0		142865.0	26660.0			5871.0		18502.0					7532.0	5828.0	673.0				69253.0	121933.0	311654.0	526403	371507		201479.0	386110.0	
s02392			11778547.0	112130.0			14384848.0	1106189.0			588575.0		13484.0	459188.0	1312.0	1939062.0		266.0		39401756.0	626600.0				53462.0	17752476.0	27108062.0		1255330.0		5559					20848.0	8987.0	2047709.0	654858.0	118164.0					526581.0			1116745.0			26661.0			6533.0	1285830		5393114	57964.0	3397262.0			1339814.0						23469.0								68925.0		103931.0			19341058						11806023		139937.0					209196.0		5508.0			38684.0		172638.0		31302.0						52286.0			15556	3512001	18739.0		38290.0		20237.0	274779.0						588.0	52709.0	14907.0					85426.0	3145292.0	9403.0					127612.0			119047.0			179543.0		167936.0	24147.0			3452.0		15368.0					12978.0	74.0	154.0				89201.0	104151.0	297001.0	598460	425760		194073.0	355985.0	
s02293			101018.0	126830.0			11961249.0	1039155.0			50417.0		55100.0	192394.0	3466.0	2994557.0		17894.0		149628112.0	2286.0				162806.0	19465336.0	96861168.0		1532.0		5051					131423.0	43680.0	636522.0	241928.0	1719.0					746561.0			59525.0			12746.0			22581.0	56231		6857055	33229.0	3686860.0			131692.0						19192.0								773.0		65994.0			3953412						16693467		97757.0					461114.0		126.0			1035621.0		150388.0		23067.0						444282.0			14477	1436642	9477.0		231065.0		9274.0	59957.0						17819.0	55221.0	11358.0					24749.0	4417241.0	4124.0					4290.0			113875.0			204755.0		146035.0	46198.0			4556.0		1193.0					4686.0	985.0	7957.0				193314.0	247507.0	138270.0	651672	431795		681786.0	356813.0	
