	m_c18p_0000	m_c18p_0001	m_c18p_0003	m_c18p_0005	m_c18p_0006	m_c18p_0007	m_c18p_0008	m_c18p_0009	m_c18p_0011	m_c18p_0012	m_c18p_0013	m_c18p_0014	m_c18p_0015	m_c18p_0017	m_c18p_0018	m_c18p_0019	m_c18p_0020	m_c18p_0021	m_c18p_0022	m_c18p_0023	m_c18p_0025	m_c18p_0026	m_c18p_0027	m_c18p_0028	m_c18p_0029	m_c18p_0030	m_c18p_0031	m_c18p_0032	m_c18p_0035	m_c18p_0037	m_c18p_0038	m_c18p_0039	m_c18p_0041	m_c18p_0042	m_c18p_0043	m_c18p_0044	m_c18p_0046	m_c18p_0047	m_c18p_0049	m_c18p_0050	m_c18p_0052	m_c18p_0053	m_c18p_0055	m_c18p_0056	m_c18p_0060	m_c18p_0064	m_c18p_0065	m_c18p_0067	m_c18p_0068	m_c18p_0069	m_c18p_0070	m_c18p_0072	m_c18p_0076	m_c18p_0080	m_c18p_0081	m_c18p_0082	m_c18p_0083	m_c18p_0084	m_c18p_0091	m_c18p_0093	m_c18p_0094	m_c18p_0098	m_c18p_0100	m_c18p_0102	m_c18p_0103	m_c18p_0105	m_c18p_0107	m_c18p_0108	m_c18p_0111	m_c18p_0112	m_c18p_0113	m_c18p_0114	m_c18p_0115	m_c18p_0117	m_c18p_0118	m_c18p_0119	m_c18p_0120	m_c18p_0121	m_c18p_0124	m_c18p_0125	m_c18p_0126	m_c18p_0129	m_c18p_0131	m_c18p_0133	m_c18p_0134	m_c18p_0135	m_c18p_0136	m_c18p_0137	m_c18p_0139	m_c18p_0140	m_c18p_0142	m_c18p_0146	m_c18p_0147	m_c18p_0149	m_c18p_0152	m_c18p_0154	m_c18p_0158	m_c18p_0159	m_c18p_0160	m_c18p_0161	m_c18p_0162	m_c18p_0163	m_c18p_0164	m_c18p_0170	m_c18p_0172	m_c18p_0174	m_c18p_0176	m_c18p_0177	m_c18p_0178	m_c18p_0179	m_c18p_0186	m_c18p_0189	m_c18p_0190	m_c18p_0195	m_c18p_0197	m_c18p_0199	m_c18p_0202	m_c18p_0204	m_c18p_0207	m_c18p_0209	m_c18p_0210	m_c18p_0213	m_c18p_0216	m_c18p_0217	m_c18p_0219	m_c18p_0220	m_c18p_0222	m_c18p_0223	m_c18p_0226	m_c18p_0232	m_c18p_0233	m_c18p_0234	m_c18p_0242	m_c18p_0245	m_c18p_0246	m_c18p_0249	m_c18p_0253	m_c18p_0255	m_c18p_0259	m_c18p_0263	m_c18p_0265	m_c18p_0267	m_c18p_0269	m_c18p_0270	m_c18p_0272	m_c18p_0274	m_c18p_0276	m_c18p_0278	m_c18p_0279	m_c18p_0280	m_c18p_0281	m_c18p_0283	m_c18p_0285	m_c18p_0286	m_c18p_0288	m_c18p_0290	m_c18p_0291	m_c18p_0301	m_c18p_0309	m_c18p_0311	m_c18p_0312	m_c18p_0314	m_c18p_0316	m_c18p_0319	m_c18p_0320	m_c18p_0322	m_c18p_0323	m_c18p_0324	m_c18p_0326	m_c18p_0327	m_c18p_0328	m_c18p_0329	m_c18p_0330	m_c18p_0332	m_c18p_0333	m_c18p_0342	m_c18p_0343	m_c18p_0348	m_c18p_0349	m_c18p_0353	m_c18p_0354	m_c18p_0355	m_c18p_0360	m_c18p_0361	m_c18p_0364	m_c18p_0365	m_c18p_0366	m_c18p_0369	m_c18p_0371	m_c18p_0372	m_c18p_0374	m_c18p_0375	m_c18p_0376	m_c18p_0377	m_c18p_0378	m_c18p_0379	m_c18p_0380	m_c18p_0381	m_c18p_0383	m_c18p_0384	m_c18p_0385	m_c18p_0387	m_c18p_0388	m_c18p_0390	m_c18p_0391	m_c18p_0392	m_c18p_0397	m_c18p_0398	m_c18p_0399	m_c18p_0400	m_c18p_0401	m_c18p_0402	m_c18p_0403	m_c18p_0405	m_c18p_0408	m_c18p_0410	m_c18p_0417	m_c18p_0418	m_c18p_0419	m_c18p_0421	m_c18p_0422	m_c18p_0423	m_c18p_0424	m_c18p_0426	m_c18p_0428	m_c18p_0429	m_c18p_0430	m_c18p_0432	m_c18p_0433	m_c18p_0438	m_c18p_0440	m_c18p_0442	m_c18p_0443	m_c18p_0445	m_c18p_0449	m_c18p_0453	m_c18p_0454	m_c18p_0456	m_c18p_0460	m_c18p_0461	m_c18p_0462	m_c18p_0464	m_c18p_0466	m_c18p_0469	m_c18p_0472	m_c18p_0474	m_c18p_0480	m_c18p_0481	m_c18p_0482	m_c18p_0483	m_c18p_0485	m_c18p_0491	m_c18p_0495	m_c18p_0496	m_c18p_0498	m_c18p_0503	m_c18p_0504	m_c18p_0508	m_c18p_0509	m_c18p_0510	m_c18p_0514	m_c18p_0516	m_c18p_0518	m_c18p_0521	m_c18p_0533	m_c18p_0535	m_c18p_0544	m_c18p_0551	m_c18p_0554	m_c18p_0555	m_c18p_0556	m_c18p_0557	m_c18p_0558	m_c18p_0559	m_c18p_0560	m_c18p_0561	m_c18p_0562	m_c18p_0563	m_c18p_0564	m_c18p_0565	m_c18p_0566	m_c18p_0567	m_c18p_0568	m_c18p_0569	m_c18p_0570	m_c18p_0571
s03800		9701.0	23756.0		4237.0	25212.0		2618439	72550.0	878020.0		30682826	68946.0	153365.0			44673.0		20311996.0		22118.0		410602.0	861440	103161.0			294847		5798771	464737.0	8865992					412.0	3663.0	94810	0.0			19087.0	52344.0		19900.0	15048.0	188107	544190.0		23654.0			11387786.0	103836.0	44220.0	30834.0		5825.0	2459944.0			856.0	60264.0	135760.0				21029	3076.0	14485.0		1884625.0		182849.0		78073.0		638165.0	17728.0		2802110.0	1393.0	43243.0	144294.0	80458.0		62708.0	2941.0		5414.0	3215.0			18365.0	10624.0	18823.0	50467.0	17977.0	36628.0	65697.0	46762.0	171406.0	646888.0	2237992	2375733.0		229.0	28765912.0		5275.0				98831.0					21790.0	26831.0		35113.0		7418.0	480225.0	95237		12601.0	31656.0	3941030.0	84422224.0	75868.0		16074.0		2656.0		9197.0	10012.0		111502.0	22496.0			13514.0		5465.0		3747.0	368927.0			4323.0		12364.0	573.0	15273093		36861.0	244840.0	4539.0		141154.0			6405.0	23314	433.0	54543	0.0	38252.0	36522.0							16703.0			11175	69488.0				148874.0				23583.0	572.0		50310.0		20694.0	52257.0	33910.0		4698.0			7674.0				63012.0	5247.0		69016.0	120284.0	8513.0		5137.0			1593275.0				2367.0			7380253.0	233.0	145395.0		40061.0	143636.0	30865.0	317393.0	4221.0	92346.0	175010.0			12287.0	6539.0	113385.0	18577.0	1609.0		222598.0			0.0	5932.0	485018.0	54565.0	941.0	416.0				0.0						53126	87923.0	453693.0		11871.0		599.0	97001		787311	1466784	813515.0	180986.0	2203987	2201554.0	396816	3564437	433601	639802	386573.0	2343930.0	146992.0	796338.0	158806.0	69609.0
s03876		1879.0	17408.0		12.0	14301.0		42988	108280.0	2246931.0		41356064	75389.0	132509.0			3489.0		3746189.0		7094.0		290277.0	866256	27779.0			68848		3828997	1110950.0	7086918					303.0	1908.0	73126	132.0			60689.0	3020.0		36566.0	1227792.0	53368	253532.0		17260.0			8281652.0	39922.0	32.0	111819.0		86652.0	13380.0			0.0	31003.0	9804.0				16974	6134.0	5448.0		798427.0		80810.0		23001.0		204705.0	43462.0		10538565.0	258.0	1034.0	112589.0	306399.0		6489.0	10721.0		2474.0	16708.0			252819.0	10045.0	15750.0	86757.0	2080.0	65710.0	45456.0	24021.0	277372.0	10733.0	2180641	3455.0		2426.0	19592828.0		6204.0				92293.0					20029.0	26919.0		20986.0		2258.0	107082.0	43695		2558.0	58934.0	30938156.0	103379120.0	36470.0		15237.0		569100.0		1622.0	8168.0		160303.0	10557.0			7496.0		52892.0		2634.0	693622.0			5890.0		1809.0	593.0	32378330		48933.0	476.0	3846.0		47206.0			18096.0	78205	572.0	30927	0.0	61466.0	61191.0							5100.0			1219	90679.0				1494.0				4525.0	239.0		12267.0		23712.0	10251.0	6539.0		0.0			13596.0				100927.0	0.0		24462.0	15709.0	44059.0		4542.0			88156.0				7043.0			49671.0	123.0	8684.0		98798.0	11162.0	528.0	47208.0	3021.0	196579.0	0.0			2145.0	6436.0	149848.0	27587.0	1141.0		42554.0			0.0	10713.0	414738.0	14593.0	0.0	1681.0				0.0						5569	9131.0	1005876.0		1787.0		2866.0	35295		700217	750199	885589.0	592744.0	1764547	1905157.0	276946	2853530	2130683	75790	406918.0	5399158.0	159065.0	34910.0	80646.0	145123.0
s03907		5419.0	43474.0		28383.0	13586.0		3616417	20073.0	1184000.0		37632908	80161.0	305061.0			39375.0		4535215.0		17537.0		220606.0	1510778	4687.0			305983		12202550	144131.0	8043060					0.0	6392.0	141554	1939.0			13097.0	90477.0		16925.0	5932.0	74105	34656.0		0.0			5991046.0	612965.0	23998.0	3502.0		76387.0	11414.0			5779.0	46429.0	10279.0				13161	3772.0	2314.0		46978.0		224593.0		109134.0		32461.0	25266.0		191986.0	130.0	26794.0	84898.0	428099.0		4217.0	87715.0		9310.0	9909.0			1621.0	6130.0	18583.0	52306.0	4729.0	28983.0	36291.0	21810.0	103596.0	306628.0	3436964	7495.0		4123.0	32741706.0		10603.0				109266.0					12152.0	15697.0		41888.0		7311.0	20209.0	70662		8083.0	34478.0	30672458.0	52065936.0	6146.0		21.0		226359.0		1788.0	9964.0		78164.0	5961.0			10719.0		1807.0		3887.0	261205.0			14360.0		27761.0	1133.0	16734934		40061.0	41199.0	4036.0		50979.0			5058.0	51931	1373.0	24448	0.0	32060.0	31172.0							1827.0			8425	47577.0				13014.0				6484.0	1394.0		425833.0		13772.0	9730.0	18347.0		5485.0			15431.0				24103.0	13698.0		85871.0	200225.0	53193.0		1701.0			1186461.0				1872.0			4093768.0	389.0	229805.0		117234.0	7668.0	24521.0	980465.0	6555.0	264259.0	13186.0			1393.0	6229.0	137717.0	0.0	25366.0		76160.0			0.0	5349.0	534975.0	52327.0	2997.0	7791.0				18829.0						33881	28304.0	933180.0		3779.0		891.0	180811		535370	1520400	1069843.0	735108.0	2027388	2314379.0	350903	3830090	2601541	546360	420033.0	5486596.0	169021.0	200322.0	228815.0	179099.0
s03828		8830.0	24167.0		4980.0	16715.0		1992978	82915.0	410570.0		17397536	59946.0	121601.0			45236.0		18874618.0		10320.0		377899.0	657534	84917.0			236528		5646026	164348.0	4963354					1175.0	4916.0	76167	101.0			16447.0	3092.0		16718.0	12664.0	118104	518030.0		21784.0			10369902.0	163091.0	40511.0	11960.0		3572.0	2050579.0			638.0	34140.0	111414.0				17463	2020.0	9424.0		1581999.0		140732.0		54882.0		505861.0	12018.0		1122120.0	86.0	48469.0	138575.0	82208.0		55174.0	4869.0		5345.0	4123.0			13923.0	10008.0	12184.0	41677.0	9624.0	46038.0	62412.0	38023.0	209642.0	484815.0	1528020	1550310.0		1532.0	18925156.0		5165.0				71319.0					21979.0	19339.0		29262.0		8993.0	416987.0	81167		12495.0	55050.0	1304300.0	80214624.0	52207.0		4918.0		7943.0		14718.0	6563.0		117638.0	19643.0			15565.0		6265.0		5439.0	121126.0			4136.0		13605.0	61765.0	9190069		34541.0	199080.0	5561.0		98103.0			6793.0	30005	1267.0	45403	0.0	33072.0	32936.0							13655.0			7214	57819.0				135672.0				11426.0	5787.0		44876.0		19286.0	42791.0	29642.0		2597.0			10903.0				57500.0	4805.0		62456.0	65405.0	39350.0		10807.0			1235713.0				1543.0			6917738.0	483.0	150378.0		39019.0	130862.0	30938.0	272175.0	4428.0	106371.0	120731.0			9950.0	6061.0	89500.0	15697.0	2784.0		156001.0			0.0	7950.0	493425.0	39157.0	4120.0	1478.0				0.0						63573	63005.0	724181.0		13862.0		2228.0	84858		335237	621627	851381.0	454412.0	2177518	2216818.0	361610	3702371	2289183	702109	354461.0	4527054.0	132737.0	742143.0	131225.0	74292.0
s03890		2008.0	95054.0		1785.0	164374.0		3086362	23645.0	3036088.0		5725791	86092.0	23607.0			23304.0		8466087.0		7860.0		16112.0	13489	23372.0			175869		7697073	178680.0	34341					562.0	13468.0	44480	600.0			42601.0	109.0		27101.0	62955.0	94839	220919.0		6348.0			6683624.0	70293.0	139661.0	56383.0		2979.0	46027.0			8442.0	253778.0	22547.0				15779	4679.0	236492.0		784066.0		168725.0		35985.0		5450.0	86369.0		4051579.0	19535.0	132328.0	99556.0	24386.0		6728.0	23713.0		7296.0	5578.0			1357.0	12417.0	34361.0	82139.0	13024.0	23214.0	50672.0	31649.0	540444.0	30589.0	1928935	97126.0		188351.0	2001446.0		30150.0				117349.0					351952.0	174368.0		33410.0		20764.0	136152.0	190048		7347.0	57208.0	13861405.0	53998304.0	750319.0		20873.0		605126.0		3552.0	14530.0		303126.0	8654.0			7326.0		113990.0		178455.0	54120.0			5931.0		8930.0	0.0	27154406		67640.0	62165.0	23769.0		820689.0			11072.0	108426	1772.0	88415	767.0	132700.0	118936.0							6613.0			14584	1575839.0				2987.0				60488.0	528.0		31001.0		255991.0	2715.0	8426.0		4353.0			26037.0				112087.0	43073.0		87933.0	330259.0	45526.0		6711.0			374980.0				0.0			17113238.0	18213.0	299143.0		112187.0	12493.0	22879.0	2454395.0	35737.0	207425.0	40116.0			792.0	6265.0	143008.0	28125.0	3344.0		59398.0			22056.0	19329.0	686486.0	16940.0	31789.0	73580.0				163.0						3407	88282.0	918084.0		16861.0		1384.0	67090		957512	1829070	2744541.0	662787.0	2346422	2115042.0	273461	2824976	2063346	447365	395974.0	5607154.0	167633.0	113648.0	132299.0	162585.0
s03860		1672.0	1242.0		2285.0	427.0		1432	123.0	5766.0		299330	32586.0	1111.0			0.0		88432.0		181.0		423.0	2608	4322.0			1562		10605	176247.0	13874					0.0	352.0	244	0.0			0.0	129.0		0.0	2303.0	4239	13433.0		0.0			190478.0	54757.0	803.0	584.0		2504.0	3033.0			395.0	6719.0	27139.0				875	148.0	739.0		404.0		309.0		278.0		5985.0	7734.0		246.0	1555.0	4032.0	1365.0	3992.0		2556.0	2786.0		7708.0	4879.0			687.0	130.0	7796.0	1968.0	1955.0	3895.0	472.0	1620.0	431.0	592.0	9261	1323.0		2645.0	5689.0		1127.0				3695.0					3409.0	911.0		962.0		771.0	175.0	1495		0.0	8818.0	18588.0	9974.0	815.0		1259.0		20400.0		334.0	5142.0		1949.0	995.0			14364.0		763.0		2543.0	2037.0			512.0		741.0	794.0	2554		2285.0	311.0	796.0		806.0			161.0	0	562.0	774	211.0	425.0	603.0							0.0			1022	1362.0				1232.0				8085.0	38.0		900.0		609.0	971.0	3181.0		108.0			731.0				913.0	450.0		0.0	418.0	3832.0		109.0			118.0				150.0			1582.0	528.0	128.0		60315.0	0.0	0.0	125.0	0.0	145635.0	0.0			110.0	6855.0	3933.0	0.0	0.0		4100.0			0.0	0.0	108.0	0.0	224.0	225.0				647.0						0	0.0	1352559.0		682.0		776.0	157		792	160	56.0	4546.0	9532	0.0	22768	902	170	1805	0.0	943.0	103.0	1504985.0	962.0	135.0
s04651	6663.0	2069.0		3369.0				0	0.0		930.0	105392		0.0		1511.0	44416.0	7503.0	88380.0					1083		4808.0		3559		2372		4603	0.0					2313.0	0						9694.0			15331				0.0	5497.0						16223.0	0.0	1306.0			3278.0	758.0				611	0.0		1570.0							21998.0			3155.0		7857.0		429.0		109.0								0.0			0.0				106.0	0.0	0		34706.0		2133.0				1486.0		13583.0	1817.0			921.0	1051.0			13209.0	8169.0			79912						6779.0	1568.0				1853.0					0.0			3683.0	0.0				1117.0							8916			472.0							0		0				5283.0		1338.0			92617.0			2463.0	310						0.0					2352.0													492.0	652.0													405.0																									3280.0		0.0													13534.0	981		261305.0					398901	1683.0	130262	306938	700707.0	67006.0	550947	574566.0	216203	672027	521642	259494	3898.0			2171.0		
s04635	4515.0	0.0		5222.0				32736	8739.0		0.0	81367		14874.0		957.0	176402.0	223913.0	63503.0					181255		4700.0		18997		749		188815	123.0					2843.0	11397						6880.0			5639				1103.0	14305.0						25374.0	11966.0	0.0			3991.0	3292.0				0	498.0		31.0							67411.0			0.0		6667.0		2578.0		2939.0								105.0			11178.0				103884.0	4961.0	6794		497.0		3333.0				1494.0		11479.0	5631.0			0.0	0.0			12088.0	159250.0			68253						0.0	2589.0				47922.0					0.0			2981.0	1133.0				2582.0							92797			5061.0							3363		1261				3977.0		400.0			66129.0			22389.0	0						2079.0					0.0													0.0	3241.0													365.0																									1116.0		259.0													12484.0	142		131914.0					97177	485.0	103490	245725	582778.0	112383.0	517126	481640.0	189690	519702	441289	241395	2606.0			4364.0		
s04650	7221.0	2310.0		2943.0				121	0.0		794.0	84802		0.0		1642.0	44135.0	8460.0	82514.0					1462		4197.0		4030		2301		4742	110.0					2770.0	0						8808.0			16867				0.0	5635.0						17644.0	0.0	1075.0			3682.0	830.0				587	0.0		1566.0							20899.0			3641.0		7331.0		911.0		513.0								0.0			0.0				0.0	0.0	116		36473.0		1879.0				1324.0		13748.0	2260.0			839.0	893.0			13328.0	6325.0			74824						6997.0	1750.0				2367.0					0.0			2958.0	0.0				1244.0							10820			613.0							0		0				5685.0		1377.0			90679.0			3096.0	472						0.0					2013.0													589.0	663.0													315.0																									3721.0		0.0													13224.0	1019		268957.0					410746	1607.0	126532	302226	694972.0	68819.0	536007	565003.0	215414	645538	513374	253465	4208.0			3598.0		
s04657	8286.0	0.0		355.0				0	0.0		417.0	53311		0.0		1225.0	32460.0	1951.0	71501.0					2385		4006.0		4413		993		2960	0.0					1122.0	689						1833.0			5910				0.0	1672.0						4118.0	0.0	1153.0			2052.0	8.0				0	0.0		669.0							15999.0			1808.0		2442.0		558.0		109.0								0.0			0.0				0.0	0.0	0		11410.0		1665.0				594.0		15733.0	1061.0			0.0	215.0			12481.0	3406.0			54445						1179.0	1096.0				1712.0					590.0			3906.0	0.0				182.0							3386			397.0							0		0				2241.0		756.0			113558.0			326.0	0						0.0					0.0													0.0	0.0													382.0																									3015.0		0.0													13251.0	377		262097.0					580481	2958.0	41915	334245	758920.0	71060.0	611570	621389.0	239259	173161	546567	262357	4031.0			6172.0		
s04645	8884.0	0.0		2936.0				0	0.0		0.0	72081		0.0		1540.0	1058221.0	16414.0	54552.0					1335		110.0		3019		367		771	0.0					4691.0	0						7811.0			0				0.0	23250.0						62568.0	0.0	0.0			4601.0	1133.0				1024	0.0		0.0							0.0			0.0		8035.0		562.0		0.0								15843.0			0.0				260.0	0.0	0		737.0		406.0				0.0		12655.0	1551.0			0.0	0.0			13783.0	9995.0			117719						0.0	2114.0				1866.0					0.0			3168.0	0.0				0.0							1378			1398.0							0		0				5572.0		1819.0			87857.0			0.0	0						0.0					0.0													14141.0	0.0													0.0																									3479.0		0.0													12412.0	0		316485.0					41546	0.0	128873	281426	671800.0	97769.0	507374	560057.0	217330	638244	492331	255105	4055.0			5761.0		
s04639	4170.0	0.0		7034.0				54117	3135.0		0.0	182134		501.0		1128.0	593134.0	207115.0	134548.0					126399		4674.0		17963		1800		469812	770.0					3968.0	9967						7997.0			0				127.0	11348.0						23237.0	5516.0	0.0			3061.0	2624.0				0	0.0		454.0							21466.0			0.0		7858.0		1332.0		1343.0								0.0			1004.0				375.0	210.0	404		126.0		1121.0				600.0		12104.0	5377.0			0.0	0.0			10318.0	254594.0			91975						360.0	2189.0				30043.0					0.0			2726.0	175.0				5542.0							28580			5398.0							0		5682				2278.0		767.0			70671.0			29520.0	0						0.0					0.0													0.0	1739.0													237.0																									3547.0		0.0													11702.0	743		254324.0					62551	363.0	98147	256174	593559.0	105755.0	520635	507696.0	179447	492973	467358	243094	3218.0			4186.0		
s04632	12598.0	0.0		2720.0				0	0.0		0.0	9248		0.0		1660.0	993433.0	2862.0	33381.0					1102		4737.0		850		22		824	0.0					4852.0	0						12579.0			207				0.0	23328.0						115440.0	6.0	0.0			4947.0	2316.0				112	0.0		0.0							0.0			0.0		8412.0		716.0		0.0								0.0			0.0				322.0	0.0	0		0.0		952.0				0.0		11033.0	3610.0			0.0	0.0			13364.0	2012.0			100223						0.0	1398.0				10.0					0.0			2637.0	0.0				0.0							898			2827.0							0		0				6878.0		0.0			62540.0			0.0	0						0.0					0.0													17260.0	0.0													116.0																									118.0		0.0													9426.0	0		63045.0					40050	0.0	106810	224707	586693.0	40273.0	440876	481100.0	192886	556744	428686	247292	2597.0			0.0		
s04661	5488.0	0.0		2419.0				56650	6497.0		1605.0	257427		3926.0		474.0	43655.0	169479.0	198453.0					55912		9073.0		14372		1156		538816	2964.0					1985.0	5242						7149.0			28165				5207.0	12162.0						46831.0	6446.0	1709.0			3220.0	4150.0				0	3020.0		143.0							39549.0			510.0		8247.0		1135.0		892.0								3745.0			0.0				6792.0	2893.0	3047		3649.0		219323.0				421.0		13779.0	5135.0			111.0	0.0			10173.0	466351.0			61527						450.0	1590.0				59949.0					0.0			3381.0	1752.0				1700.0							23932			2295.0							227		3016				4906.0		735.0			101815.0			57115.0	0						746.0					3950.0													0.0	2609.0													142.0																									2560.0		0.0													12215.0	1321		238294.0					248430	1516.0	120032	291575	660754.0	125689.0	601118	555578.0	207688	644202	517389	237615	3786.0			3174.0		
s04633	11081.0	0.0		2672.0				0	0.0		0.0	8837		0.0		1649.0	986544.0	3468.0	31471.0					1283		4059.0		939		801		784	0.0					4190.0	0						10494.0			105				0.0	24560.0						84235.0	0.0	0.0			7184.0	2813.0				109	0.0		109.0							0.0			0.0		7979.0		693.0		0.0								0.0			0.0				368.0	0.0	0		0.0		1585.0				0.0		11315.0	3619.0			0.0	0.0			13768.0	7594.0			94457						0.0	1883.0				1580.0					0.0			2939.0	0.0				0.0							2015			3479.0							0		0				6860.0		0.0			70999.0			0.0	0						0.0					0.0													14766.0	0.0													0.0																									314.0		0.0													10268.0	0		66951.0					40570	109.0	111443	255935	625978.0	55849.0	475704	513042.0	211459	606438	468427	269827	3256.0			0.0		
s04637	4391.0	0.0		6733.0				58543	2869.0		0.0	193876		130.0		1334.0	602541.0	200912.0	129886.0					120741		4725.0		17601		1159		439287	667.0					2630.0	8866						7725.0			0				167.0	10201.0						22619.0	5028.0	0.0			3295.0	1217.0				0	0.0		320.0							18462.0			0.0		7353.0		1339.0		1505.0								0.0			955.0				3824.0	439.0	660		637.0		1456.0				740.0		11239.0	5944.0			0.0	0.0			9054.0	233140.0			86683						564.0	2097.0				30768.0					0.0			2729.0	119.0				3340.0							26775			4731.0							0		6496				1601.0		563.0			67349.0			27361.0	0						0.0					0.0													0.0	1986.0													260.0																									1680.0		0.0													11854.0	236		177616.0					61273	757.0	93917	255066	574972.0	105559.0	493662	499547.0	187093	469293	447451	239106	3425.0			6007.0		
s04627	0.0	0.0		0.0				0	0.0		0.0	19290		649.0		0.0	0.0	1513.0	11586.0					0		0.0		0		0		0	0.0					0.0	123						0.0			0				0.0	0.0						0.0	0.0	0.0			1399.0	1138.0				0	0.0		0.0							0.0			0.0		0.0		0.0		0.0								0.0			0.0				110.0	0.0	0		0.0		1027.0				0.0		8930.0	0.0			0.0	0.0			0.0	0.0			0						0.0	0.0				883.0					0.0			707.0	0.0				0.0							0			0.0							0		0				0.0		0.0			25384.0			0.0	0						0.0					0.0													1679.0	0.0													0.0																									3600.0		0.0													6272.0	0		286400.0					280279	23780.0	100002	183563	444559.0	38625.0	338641	356440.0	121607	512941	333232	200990	240.0			1139.0		
s04643	8785.0	0.0		2485.0				138	0.0		0.0	48793		0.0		1785.0	1084154.0	15073.0	63137.0					1262		0.0		2488		0		861	118.0					4159.0	0						4808.0			0				0.0	22205.0						45055.0	0.0	0.0			4390.0	844.0				1080	0.0		234.0							0.0			0.0		8014.0		668.0		0.0								14345.0			0.0				0.0	0.0	0		266.0		406.0				0.0		12562.0	1600.0			0.0	0.0			13935.0	3789.0			99503						0.0	1652.0				1611.0					0.0			3171.0	0.0				0.0							264			1786.0							0		0				5572.0		1511.0			84174.0			0.0	0						0.0					0.0													13648.0	0.0													109.0																									3445.0		0.0													12771.0	0		298388.0					42491	0.0	120871	267945	664986.0	56839.0	507992	548155.0	214834	631074	490905	256510	3571.0			6576.0		
s04642	6361.0	470.0		1409.0				0	0.0		1259.0	234607		0.0		1204.0	37922.0	17543.0	188132.0					823		4671.0		3245		2071		8298	125.0					2442.0	0						8340.0			15447				0.0	4588.0						12977.0	0.0	1597.0			4071.0	795.0				502	0.0		1588.0							43835.0			11768.0		7041.0		1196.0		593.0								0.0			0.0				101.0	0.0	121		44408.0		1486.0				1543.0		13436.0	1687.0			2797.0	599.0			12553.0	4191.0			75717						9965.0	2222.0				2067.0					3359.0			2879.0	0.0				4693.0							7867			551.0							0		848				4905.0		1319.0			79666.0			3716.0	1761						0.0					985.0													0.0	1396.0													1994.0																									3735.0		0.0													11741.0	2708		299096.0					395042	1439.0	119312	298646	675375.0	65378.0	508351	558774.0	216221	603403	505459	258869	3622.0			5694.0		
s04626	0.0	0.0		0.0				0	0.0		0.0	14610		371.0		0.0	0.0	0.0	8360.0					0		0.0		0		0		0	0.0					0.0	0						0.0			0				0.0	0.0						0.0	0.0	0.0			875.0	562.0				0	0.0		0.0							0.0			0.0		0.0		0.0		0.0								0.0			0.0				0.0	0.0	0		0.0		0.0				0.0		0.0	0.0			0.0	0.0			0.0	0.0			0						0.0	0.0				0.0					0.0			935.0	0.0				0.0							0			0.0							0		0				0.0		0.0			0.0			0.0	0						0.0					0.0													0.0	0.0													0.0																									3397.0		0.0													796.0	0		238129.0					0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0	0.0			437.0		
s04648	10371.0	0.0		2473.0				1023	0.0		0.0	52110		0.0		1401.0	1098973.0	8683.0	63074.0					10972		4213.0		2028		87		13463	110.0					4258.0	360						7278.0			119				0.0	24601.0						100522.0	0.0	0.0			4738.0	2438.0				237	0.0		0.0							772.0			0.0		8344.0		1327.0		0.0								0.0			0.0				1984.0	0.0	0		0.0		948.0				178.0		6090.0	3660.0			0.0	0.0			13791.0	12971.0			99029						0.0	1505.0				2174.0					0.0			2950.0	109.0				0.0							3568			2414.0							0		0				6392.0		1464.0			79748.0			2614.0	0						0.0					0.0													11900.0	108.0													0.0																									3330.0		0.0													12848.0	0		291359.0					39104	0.0	134154	259520	638047.0	59341.0	492205	517834.0	197496	667288	465772	234214	3988.0			3118.0		
s04649	6805.0	2331.0		2245.0				0	0.0		986.0	65396		0.0		1376.0	40178.0	11477.0	87890.0					1267		5065.0		4501		2093		4437	0.0					2496.0	0						9134.0			15040				0.0	4549.0						18890.0	0.0	1168.0			3750.0	236.0				445	0.0		1427.0							26978.0			4913.0		7450.0		891.0		139.0								0.0			0.0				106.0	0.0	0		36405.0		2088.0				1216.0		13123.0	2107.0			782.0	1470.0			13607.0	7301.0			75883						5743.0	1356.0				2146.0					0.0			3447.0	0.0				1296.0							10741			523.0							0		0				4834.0		898.0			85090.0			2709.0	453						0.0					1612.0													317.0	1049.0													162.0																									3322.0		0.0													11467.0	1058		290938.0					380044	1658.0	123930	286819	655164.0	62712.0	511848	540263.0	204279	632671	493332	242902	3935.0			2216.0		
s04641	6640.0	802.0		1860.0				0	0.0		1547.0	225816		0.0		1490.0	39178.0	16244.0	192897.0					1145		5061.0		3754		1978		8501	0.0					2507.0	0						5394.0			19109				0.0	5058.0						14946.0	0.0	1690.0			4669.0	2370.0				654	0.0		1294.0							46076.0			11726.0		7358.0		846.0		554.0								0.0			0.0				0.0	0.0	104		43821.0		2202.0				1330.0		12632.0	1699.0			2877.0	407.0			12859.0	8192.0			74774						9996.0	1789.0				1672.0					1969.0			3246.0	0.0				4791.0							8962			238.0							0		103				4223.0		975.0			76905.0			3942.0	1449						0.0					1096.0													117.0	1409.0													1153.0																									3372.0		0.0													11259.0	2747		287608.0					391347	1665.0	116594	293932	685083.0	62799.0	525770	551242.0	213289	626587	500765	258633	3240.0			4976.0		
