	m_c18n_0000	m_c18n_0001	m_c18n_0003	m_c18n_0006	m_c18n_0008	m_c18n_0009	m_c18n_0010	m_c18n_0011	m_c18n_0013	m_c18n_0016	m_c18n_0017	m_c18n_0018	m_c18n_0019	m_c18n_0020	m_c18n_0021	m_c18n_0022	m_c18n_0023	m_c18n_0024	m_c18n_0025	m_c18n_0026	m_c18n_0027	m_c18n_0028	m_c18n_0029	m_c18n_0030	m_c18n_0031	m_c18n_0035	m_c18n_0037	m_c18n_0039	m_c18n_0041	m_c18n_0042	m_c18n_0043	m_c18n_0048	m_c18n_0049	m_c18n_0050	m_c18n_0051	m_c18n_0052	m_c18n_0053	m_c18n_0054	m_c18n_0055	m_c18n_0056	m_c18n_0058	m_c18n_0059	m_c18n_0060	m_c18n_0061	m_c18n_0062	m_c18n_0063	m_c18n_0064	m_c18n_0065	m_c18n_0066	m_c18n_0067	m_c18n_0068	m_c18n_0071	m_c18n_0072	m_c18n_0073	m_c18n_0074	m_c18n_0077	m_c18n_0080	m_c18n_0082	m_c18n_0084	m_c18n_0086	m_c18n_0087	m_c18n_0088	m_c18n_0093	m_c18n_0094	m_c18n_0097	m_c18n_0098	m_c18n_0099	m_c18n_0100	m_c18n_0101	m_c18n_0103	m_c18n_0104	m_c18n_0105	m_c18n_0107	m_c18n_0108	m_c18n_0109	m_c18n_0110	m_c18n_0112	m_c18n_0113	m_c18n_0114	m_c18n_0116	m_c18n_0117	m_c18n_0122	m_c18n_0127	m_c18n_0128	m_c18n_0129	m_c18n_0130	m_c18n_0132	m_c18n_0133	m_c18n_0135	m_c18n_0136	m_c18n_0139	m_c18n_0140	m_c18n_0141	m_c18n_0145	m_c18n_0148	m_c18n_0150	m_c18n_0152	m_c18n_0158	m_c18n_0159	m_c18n_0160	m_c18n_0161	m_c18n_0162	m_c18n_0164	m_c18n_0166	m_c18n_0167	m_c18n_0168	m_c18n_0171	m_c18n_0172	m_c18n_0175	m_c18n_0176	m_c18n_0177	m_c18n_0179	m_c18n_0181	m_c18n_0182	m_c18n_0189	m_c18n_0196	m_c18n_0198	m_c18n_0200	m_c18n_0205	m_c18n_0206	m_c18n_0213	m_c18n_0214	m_c18n_0215	m_c18n_0218	m_c18n_0219	m_c18n_0221	m_c18n_0224	m_c18n_0226	m_c18n_0231	m_c18n_0233	m_c18n_0234	m_c18n_0237	m_c18n_0238	m_c18n_0242	m_c18n_0248	m_c18n_0250	m_c18n_0251	m_c18n_0256	m_c18n_0258	m_c18n_0259	m_c18n_0262	m_c18n_0263	m_c18n_0265	m_c18n_0266	m_c18n_0267	m_c18n_0271	m_c18n_0273	m_c18n_0275	m_c18n_0278	m_c18n_0280	m_c18n_0282	m_c18n_0283	m_c18n_0284	m_c18n_0285	m_c18n_0286	m_c18n_0288	m_c18n_0291	m_c18n_0292	m_c18n_0294	m_c18n_0297	m_c18n_0298	m_c18n_0302	m_c18n_0303	m_c18n_0307	m_c18n_0309	m_c18n_0312	m_c18n_0313	m_c18n_0316	m_c18n_0317	m_c18n_0321	m_c18n_0323	m_c18n_0325	m_c18n_0328	m_c18n_0329	m_c18n_0330	m_c18n_0335	m_c18n_0337	m_c18n_0338	m_c18n_0340	m_c18n_0345	m_c18n_0347	m_c18n_0348	m_c18n_0351	m_c18n_0356	m_c18n_0357	m_c18n_0358	m_c18n_0360	m_c18n_0361	m_c18n_0362	m_c18n_0365	m_c18n_0366	m_c18n_0367	m_c18n_0373	m_c18n_0381	m_c18n_0382	m_c18n_0383	m_c18n_0385	m_c18n_0388	m_c18n_0390	m_c18n_0392	m_c18n_0398	m_c18n_0399	m_c18n_0400	m_c18n_0401	m_c18n_0402	m_c18n_0404	m_c18n_0413	m_c18n_0414	m_c18n_0415	m_c18n_0416	m_c18n_0418	m_c18n_0419	m_c18n_0420	m_c18n_0421	m_c18n_0422	m_c18n_0425	m_c18n_0428	m_c18n_0433	m_c18n_0435	m_c18n_0436	m_c18n_0438	m_c18n_0439	m_c18n_0440	m_c18n_0445	m_c18n_0449	m_c18n_0451	m_c18n_0452	m_c18n_0453	m_c18n_0455	m_c18n_0458	m_c18n_0466	m_c18n_0467	m_c18n_0469	m_c18n_0475	m_c18n_0476	m_c18n_0477	m_c18n_0479	m_c18n_0480	m_c18n_0482	m_c18n_0485	m_c18n_0486	m_c18n_0492	m_c18n_0493	m_c18n_0501	m_c18n_0502	m_c18n_0506	m_c18n_0517	m_c18n_0519	m_c18n_0521	m_c18n_0523	m_c18n_0524	m_c18n_0527	m_c18n_0528	m_c18n_0530	m_c18n_0543	m_c18n_0547	m_c18n_0551	m_c18n_0553	m_c18n_0556	m_c18n_0557	m_c18n_0558	m_c18n_0559	m_c18n_0560	m_c18n_0561	m_c18n_0562	m_c18n_0563	m_c18n_0564	m_c18n_0565	m_c18n_0566
s04677						315019.0	887.0	2200.0			1407.0	1665.0	18488.0			8882.0			19290.0	580689.0				591.0		973.0	136.0	2826.0	955.0	415287.0	6067.0	0.0			2634.0		0.0					28561.0		8013.0		3497.0	937.0					110.0	351.0	27562.0		11167.0				2176.0	879.0			204.0			1327.0		3646.0			29800.0	12103.0				64386.0		1378.0		1763.0				2105.0		5184.0		1843.0		2429.0	0.0	8361.0				616.0			1685.0			3338.0		6408.0			0.0		47141.0					0.0				14983.0								117282.0	23218.0				6338.0	15361			1546.0								5744.0			0.0						584.0		4812.0		2136.0			983.0			2723.0	254.0			2766.0						849.0				2673.0	4318.0	30594.0	1225.0	664.0				19610				105.0	2121.0	1103.0		0.0	10833.0								61211.0					15110930.0				0.0			2786.0				287.0		12074.0	207828.0		4324.0		0.0					3687.0				1171.0	742.0																							0.0	66811.0	185963.0	199330	369019	285789	71757	923606	1030759	2833813	2918422	69652.0
s04680						9087.0	1390.0	12703.0			957.0	0.0	2309.0			6365.0			651.0	2534704.0				1620.0		3275.0	128.0	33289.0	20712.0	118623.0	2774.0	1245.0			442.0		0.0					536.0		423.0		3539.0	1502196.0					314.0	5368.0	9656.0		4304.0				1374.0	1988.0			7996.0			9792.0		888.0			44833.0	894670.0				16559.0		2010.0		2333.0				2154.0		1684.0		1494.0		0.0	0.0	38094.0				1462.0			184.0			4023.0		2787.0			132.0		115.0					0.0				6285.0								33050.0	14526.0				686.0	1516			541.0								6503.0			1267.0						715.0		95179.0		2699.0			1500.0			545.0	23847.0			3113.0						206.0				605.0	2589.0	10671.0	15015.0	2748.0				1880				16969.0	0.0	120.0		0.0	108.0								44173.0					11790115.0				0.0			882.0				727.0		11308.0	174150.0		781.0		0.0					0.0				0.0	0.0																							1596.0	83884.0	172170.0	83930	460334	298364	74963	982830	1132284	2375062	2904578	72679.0
s04690						14812.0	1367.0	9432.0			447.0	107.0	1281.0			6624.0			369.0	2543378.0				1676.0		1331.0	0.0	25109.0	19560.0	107750.0	2514.0	367.0			793.0		1288.0					222.0		0.0		3578.0	77379.0					404.0	2354.0	6986.0		12838.0				1388.0	1572.0			4989.0			3569.0		601.0			15347.0	110776.0				18219.0		3967.0		1972.0				2079.0		0.0		1743.0		0.0	0.0	19192.0				1567.0			1289.0			3971.0		4402.0			107.0		0.0					0.0				7292.0								31842.0	12560.0				1156.0	2279			1176.0								6886.0			1118.0						331.0		32505.0		3396.0			503.0			215.0	10344.0			1967.0						0.0				1253.0	2261.0	12522.0	16772.0	2267.0				1190				4913.0	1102.0	121.0		0.0	0.0								39337.0					9599667.0				273.0			462.0				139.0		9855.0	155587.0		2182.0		0.0					0.0				139.0	0.0																							1422.0	80780.0	187043.0	182760	418270	291939	72679	915976	1032389	1938917	2758139	73152.0
s04696						11386.0	1742.0	10476.0			0.0	131.0	1489.0			6937.0			634.0	2392639.0				1584.0		4035.0	0.0	9835.0	5599.0	103771.0	2418.0	735.0			770.0		515.0					281.0		144.0		3768.0	23344.0					701.0	4207.0	7523.0		11238.0				2051.0	1871.0			6656.0			1996.0		663.0			22341.0	30129.0				20299.0		2161.0		2362.0				2220.0		0.0		1765.0		0.0	0.0	30707.0				1772.0			1186.0			3661.0		3201.0			106.0		105.0					0.0				6650.0								32161.0	10334.0				1428.0	2506			654.0								5471.0			1242.0						590.0		13743.0		2940.0			0.0			264.0	1759.0			3430.0						0.0				1199.0	1170.0	11117.0	17760.0	2237.0				645				1427.0	1418.0	0.0		0.0	0.0								42062.0					11328652.0				953.0			565.0				259.0		11301.0	182679.0		1730.0		0.0					0.0				0.0	0.0																							1656.0	81992.0	187834.0	203948	423277	281684	70399	902939	1037686	2087251	2812621	76959.0
s04684						7452.0	403.0	1481.0			529.0	6736.0	2138.0			1342.0			0.0	258602.0				1094.0		1278.0	0.0	566.0	6818.0	516544.0	15953.0	0.0			3442.0		0.0					450.0		0.0		6058.0	1282.0					593.0	155.0	37924.0		2168.0				2373.0	1789.0			461.0			2240.0		105.0			8385.0	2037.0				83784.0		5345.0		1798.0				1181.0		0.0		153.0		0.0	0.0	916.0				511.0			3010.0			3527.0		3462.0			0.0		130.0					0.0				5997.0								182151.0	79635.0				104.0	248			0.0								5578.0			0.0						420.0		5287.0		1685.0			105.0			0.0	107.0			116.0						542.0				934.0	3792.0	2428.0	18240.0	1211.0				0				0.0	0.0	0.0		0.0	0.0								51043.0					15935359.0				978.0			3824.0				0.0		11781.0	223114.0		6412.0		0.0					0.0				3219.0	0.0																							0.0	79827.0	188335.0	98047	462954	300357	73768	930653	1051399	2821188	2893386	89395.0
s04667						0.0	0.0	0.0			7910.0	0.0	3094.0			0.0			2119.0	2240.0				0.0		0.0	0.0	0.0	769.0	0.0	0.0	0.0			0.0		0.0					468.0		735.0		2257.0	0.0					130.0	114.0	0.0		0.0				0.0	0.0			461.0			257.0		0.0			490.0	0.0				0.0		0.0		0.0				0.0		0.0		0.0		0.0	0.0	115.0				0.0			454.0			4500.0		0.0			0.0		286.0					359.0				791.0								241.0	0.0				0.0	0			0.0								9659.0			0.0						1239.0		165.0		0.0			0.0			0.0	0.0			0.0						0.0				0.0	0.0	0.0	0.0	0.0				0				0.0	0.0	0.0		0.0	0.0								35424.0					5190818.0				0.0			148.0				0.0		14867.0	141979.0		0.0		0.0					0.0				0.0	0.0																							9222.0	110202.0	226378.0	801480	603010	325248	72285	911061	949712	1750399	1508818	108775.0
s04705						114.0	0.0	0.0			114.0	0.0	3026.0			114.0			3490.0	7698.0				0.0		0.0	0.0	0.0	2035.0	109.0	0.0	0.0			0.0		0.0					499.0		728.0		2172.0	0.0					1627.0	108.0	0.0		0.0				0.0	461.0			0.0			101.0		236.0			0.0	0.0				0.0		0.0		0.0				0.0		0.0		0.0		0.0	0.0	0.0				0.0			287.0			2950.0		0.0			0.0		0.0					315.0				736.0								409.0	0.0				122.0	0			0.0								5068.0			0.0						2375.0		0.0		0.0			0.0			0.0	0.0			0.0						0.0				0.0	0.0	0.0	0.0	0.0				0				0.0	0.0	0.0		0.0	0.0								31645.0					4633173.0				0.0			130.0				0.0		12691.0	115073.0		0.0		0.0					0.0				0.0	0.0																							8214.0	101783.0	225306.0	725369	598898	318512	66790	934700	1023209	1827168	1574544	91945.0
s04678						332790.0	668.0	2132.0			751.0	7131.0	16811.0			8299.0			55998.0	631413.0				527.0		769.0	101.0	3024.0	3874.0	414114.0	13225.0	0.0			2996.0		0.0					28921.0		11969.0		3663.0	959.0					272.0	121.0	25479.0		11305.0				2575.0	716.0			138.0			1528.0		4464.0			36572.0	10654.0				65263.0		2095.0		2109.0				2186.0		4833.0		1539.0		2022.0	0.0	9059.0				905.0			1345.0			2696.0		5678.0			191.0		50017.0					0.0				17001.0								118825.0	23041.0				6429.0	16531			1113.0								5404.0			0.0						523.0		4226.0		1957.0			1112.0			2906.0	116.0			4399.0						131.0				1867.0	4969.0	29040.0	945.0	950.0				20870				0.0	2298.0	1344.0		0.0	11824.0								56661.0					12726686.0				0.0			2036.0				272.0		10477.0	183354.0		4040.0		0.0					3309.0				1186.0	958.0																							282.0	64858.0	186106.0	128537	381936	297611	76086	940337	1073213	2848660	2940213	75627.0
s04674						391026.0	542.0	2782.0			1643.0	6823.0	6944.0			10803.0			31487.0	713910.0				657.0		9498.0	103.0	307.0	2531.0	379773.0	6812.0	0.0			4120.0		896.0					34606.0		7028.0		4897.0	1848.0					267.0	1830.0	23688.0		19940.0				1222.0	761.0			1052.0			880.0		2986.0			16704.0	51153.0				55142.0		3097.0		1977.0				25136.0		8305.0		1303.0		6230.0	114.0	25686.0				648.0			1741.0			2655.0		5895.0			901.0		39347.0					4197.0				12685.0								102885.0	42667.0				8068.0	18489			12225.0								6248.0			105.0						153.0		6621.0		4607.0			9448.0			6759.0	0.0			23512.0						1374.0				2599.0	4396.0	19769.0	1835.0	1214.0				16073				358.0	967.0	922.0		1211.0	2789.0								58645.0					19980426.0				0.0			2663.0				1886.0		79560.0	293205.0		2605.0		2988.0					709.0				517.0	2267.0																							150.0	71342.0	194895.0	160092	427207	287630	74070	940714	1076605	3097072	2899527	76238.0
s04694						318196.0	1306.0	3345.0			520.0	4075.0	17530.0			18214.0			73788.0	342793.0				532.0		3006.0	3520.0	487.0	1628.0	101773.0	4821.0	693.0			853.0		157.0					21499.0		18878.0		2493.0	7314.0					667.0	529.0	6581.0		15476.0				4127.0	1980.0			13782.0			1679.0		1782.0			16609.0	20015.0				41897.0		9060.0		2256.0				16947.0		172.0		1072.0		24399.0	1563.0	145369.0				5424.0			317.0			3114.0		6848.0			1334.0		16486.0					17461.0				12788.0								27203.0	27665.0				14022.0	34422			4681.0								6470.0			109.0						280.0		13221.0		2481.0			754.0			5454.0	0.0			7935.0						5637.0				1423.0	2166.0	22343.0	1437.0	681.0				37213				9356.0	684.0	1465.0		1349.0	3440.0								1222946.0					9457651.0				0.0			507.0				3455.0		12749.0	180938.0		3067.0		1235.0					1937.0				106.0	0.0																							1972.0	68120.0	184829.0	217038	423517	289269	72593	925099	1048035	2934680	2797422	68385.0
s04698						9960.0	1431.0	6091.0			143.0	605.0	2434.0			968.0			2160.0	617524.0				1531.0		45372.0	0.0	1698.0	128117.0	118983.0	5154.0	1913.0			605.0		15737.0					781.0		389.0		2972.0	112277.0					597.0	24389.0	7943.0		5760.0				2156.0	1714.0			4548.0			2143.0		142.0			69570.0	32437.0				41268.0		2053.0		2260.0				3548.0		4521.0		949.0		0.0	0.0	46893.0				2077.0			1249.0			5971.0		2752.0			0.0		318.0					0.0				7139.0								34069.0	26206.0				2670.0	6251			109.0								6677.0			285.0						0.0		13694.0		2329.0			888.0			370.0	247.0			4364.0						1721.0				1446.0	2411.0	18067.0	17842.0	1518.0				1677				245.0	454.0	105.0		0.0	0.0								54508.0					15784258.0				22506.0			866.0				0.0		14002.0	244646.0		2899.0		0.0					0.0				0.0	0.0																							1787.0	79539.0	187742.0	162939	420358	273134	70356	905867	1067212	2683022	2794874	75539.0
s04700						11848.0	1783.0	7048.0			550.0	512.0	2216.0			387.0			1373.0	573728.0				1535.0		49119.0	0.0	2177.0	105303.0	105999.0	4522.0	1436.0			458.0		13325.0					166.0		807.0		2930.0	107939.0					1016.0	21874.0	7319.0		7213.0				1933.0	2127.0			6281.0			2023.0		410.0			56569.0	20687.0				24942.0		1764.0		1897.0				3058.0		3916.0		968.0		0.0	0.0	63693.0				1728.0			1147.0			7365.0		2993.0			0.0		251.0					0.0				5738.0								32634.0	25466.0				2911.0	6990			360.0								7611.0			313.0						109.0		13620.0		3341.0			876.0			113.0	215.0			3656.0						2597.0				1114.0	2805.0	17942.0	18952.0	1763.0				1503				260.0	0.0	121.0		0.0	123.0								52957.0					14644298.0				17398.0			574.0				0.0		10248.0	215229.0		2926.0		0.0					0.0				0.0	119.0																							2143.0	76444.0	175422.0	180572	436582	276046	69928	886432	998288	2598715	2775272	70141.0
s04924		4583.0									225.0												0.0																						5900.0									1266.0									106.0							161.0										4293.0					3023.0	6988.0	1260.0									25579.0		10924.0					4935.0	1175.0																		6365.0			0.0	1719.0					0.0		1244455		6780.0										9360.0	41238.0												0.0	3138.0				167585.0	0.0	851.0						134.0				42347.0		2033.0							1745.0	691853				1317.0	56056.0	0.0		27183.0		2989.0	1510.0					3851.0	32567.0	5217.0				5168441.0			19948.0					3412.0	0.0				69801.0	649921.0					0.0							32388.0					0.0	10963.0							2507.0		1126.0													441561	113763	78451	10623	709272	1145610	3643246	2510161	
s04956		4079.0									0.0												103.0																						4920.0									9391.0									23091.0							0.0										2262.0					2990.0	6224.0	2425.0									25153.0		9931.0					3316.0	3529.0																		2732.0			0.0	2132.0					0.0		900334		3229.0										7557.0	31997.0												0.0	2608.0				182258.0	0.0	4853.0						0.0				38789.0		1775.0							1448.0	682582				413.0	39474.0	0.0		24992.0		2378.0	2229.0					4666.0	4197.0	6616.0				7577236.0			17930.0					4258.0	961.0				323177.0	2320196.0					0.0							53109.0					0.0	58831.0							2108.0		1069.0													399109	108323	78877	9633	749493	1206139	3465994	2524184	
s04939		6542.0									1179.0												0.0																						5163.0									6014.0									18595.0							1248.0										3027.0					2792.0	7051.0	680.0									30882.0		11312.0					1619.0	6838.0																		7583.0			0.0	2298.0					0.0		1355487		6447.0										4656.0	38734.0												0.0	3583.0				194626.0	0.0	1908.0						858.0				37857.0		2942.0							2433.0	748066				5325.0	60405.0	0.0		17108.0		3098.0	1915.0					4980.0	62819.0	4361.0				5196335.0			4606.0					4148.0	0.0				484857.0	4923554.0					0.0							8110.0					0.0	33705.0							2714.0		1333.0													510653	127077	103517	12039	793367	1256888	3510333	2507058	
s04922		7653.0									337.0												0.0																						7326.0									8720.0									23126.0							0.0										4871.0					2362.0	7048.0	0.0									25965.0		12143.0					3240.0	1356.0																		6282.0			0.0	2333.0					0.0		1413233		7604.0										5134.0	41347.0												0.0	3510.0				230113.0	0.0	3231.0						0.0				55787.0		2073.0							585.0	808317				520.0	68488.0	0.0		26831.0		4844.0	1536.0					4848.0	4414.0	5809.0				4944576.0			11010.0					4682.0	3432.0				41107.0	219480.0					0.0							65916.0					0.0	68135.0							2375.0		1340.0													480722	132722	94373	11936	830987	1268323	3869967	2580674	
s04967		4932.0									861.0												30136.0																						5405.0									12822.0									28548.0							1696.0										2843.0					3166.0	7062.0	0.0									29123.0		11441.0					6153.0	1211.0																		8131.0			0.0	2118.0					0.0		922519		4538.0										8198.0	39493.0												0.0	2538.0				157319.0	458.0	876.0						18284.0				56221.0		1980.0							4043.0	731206				23892.0	50658.0	6381.0		30935.0		5307.0	2444.0					4648.0	31513.0	399.0				8472972.0			21294.0					4094.0	0.0				407354.0	3477902.0					0.0							1980.0					0.0	4713.0							2317.0		0.0													398806	118889	81805	8843	727530	1221981	3833266	2597105	
s04907		5265.0									2046.0												113.0																						5017.0									7124.0									22400.0							2552.0										3231.0					2802.0	5537.0	0.0									25668.0		11705.0					3791.0	3808.0																		4557.0			0.0	2113.0					0.0		1429959		8063.0										7706.0	42492.0												0.0	3802.0				190974.0	0.0	2032.0						129.0				52386.0		3147.0							2253.0	858032				2399.0	54074.0	0.0		20584.0		2716.0	2288.0					5042.0	51655.0	4999.0				9253819.0			6616.0					4250.0	0.0				226610.0	3151682.0					0.0							11012.0					0.0	23506.0							3511.0		1243.0													553983	135673	97759	16128	754163	1173868	3492049	2275692	
s04911		5016.0									1453.0												112.0																						4600.0									2510.0									497.0							0.0										3281.0					2834.0	6082.0	0.0									93925.0		10943.0					6156.0	2625.0																		3599.0			0.0	2179.0					0.0		1192882		6031.0										8155.0	40334.0												0.0	1844.0				1956.0	0.0	1529.0						0.0				41785.0		2638.0							3294.0	682684				1192.0	50005.0	0.0		25192.0		4043.0	2044.0					4550.0	5723.0	486.0				4608694.0			22912.0					2934.0	702.0				154590.0	1411247.0					0.0							0.0					0.0	9552.0							2631.0		1000.0													476860	124743	80146	11801	734170	1178349	3575868	2429403	
s04894		4541.0									240.0												0.0																						4832.0									7970.0									26199.0							0.0										4008.0					2121.0	5752.0	486.0									19102.0		10151.0					5877.0	1748.0																		5318.0			0.0	1490.0					0.0		1234700		6965.0										12373.0	36494.0												0.0	3237.0				163056.0	0.0	1108.0						118.0				50701.0		2509.0							1080.0	705012				0.0	45217.0	0.0		23409.0		2055.0	3023.0					4568.0	3234.0	5916.0				8603701.0			6404.0					4995.0	7877.0				93637.0	1151484.0					1960.0							60118.0					0.0	76078.0							2202.0		1252.0													504083	126391	81820	16515	738695	1174992	3763154	2485457	
s04978		0.0									0.0												0.0																						0.0									0.0									0.0							0.0										0.0					0.0	0.0	0.0									0.0		0.0					256.0	0.0																		0.0			0.0	0.0					0.0		508		0.0										1931.0	0.0												0.0	0.0				0.0	0.0	2525.0						0.0				0.0		0.0							0.0	0				0.0	0.0	0.0		0.0		0.0	221.0					0.0	17579.0	0.0				806397.0			0.0					0.0	0.0				14288.0	71977.0					0.0							0.0					0.0	0.0							0.0		0.0													1078	0	0	0	0	0	4664	2713	
s04949		11255.0									1787.0												0.0																						4559.0									11619.0									26628.0							0.0										2702.0					2945.0	7697.0	375.0									29877.0		10320.0					8458.0	1523.0																		19106.0			0.0	2223.0					0.0		1260659		6700.0										12473.0	75332.0												0.0	1009.0				199671.0	381.0	985.0						0.0				51135.0		3094.0							2195.0	826071				739.0	119335.0	0.0		13855.0		2770.0	1764.0					4986.0	24855.0	35.0				5051306.0			9554.0					3171.0	0.0				204505.0	967438.0					0.0							6556.0					0.0	21381.0							3881.0		0.0													462104	118878	94285	10867	732415	1185428	3474051	2553326	
s04900		5584.0									954.0												15054.0																						4613.0									11198.0									27627.0							5814.0										1954.0					2954.0	6561.0	0.0									26762.0		11952.0					10892.0	1168.0																		4567.0			0.0	2787.0					0.0		1652974		9589.0										16412.0	47164.0												0.0	2944.0				190265.0	0.0	1682.0						10689.0				71570.0		2590.0							5489.0	872218				19414.0	63123.0	2968.0		38046.0		3200.0	2467.0					5084.0	2543.0	34.0				7825325.0			15685.0					4359.0	0.0				312804.0	2128343.0					0.0							0.0					0.0	1496.0							3757.0		0.0													559456	133414	87324	15946	774047	1210796	3780239	2494530	
s04972		5245.0									1078.0												20650.0																						6130.0									11860.0									28901.0							5881.0										2338.0					4286.0	5264.0	0.0									34419.0		12901.0					10380.0	1905.0																		4884.0			0.0	2510.0					0.0		1145032		4657.0										13777.0	45474.0												0.0	3537.0				286170.0	0.0	1328.0						9490.0				68085.0		2701.0							4999.0	853300				31142.0	58990.0	3328.0		38315.0		6591.0	4039.0					5363.0	32019.0	122.0				9007442.0			18629.0					4836.0	0.0				313563.0	2463068.0					0.0							0.0					0.0	1702.0							3857.0		379.0													461819	138419	95425	10071	830364	1323859	4029774	2728912	
s04930		7310.0									2059.0												0.0																						3014.0									26419.0									26941.0							0.0										1607.0					2573.0	7213.0	0.0									27857.0		10295.0					4056.0	1062.0																		6159.0			34431.0	2498.0					0.0		1198702		6973.0										6986.0	35437.0												0.0	3065.0				161783.0	0.0	1054.0						112.0				46743.0		2059.0							1253.0	600511				0.0	57033.0	0.0		12422.0		1848.0	2004.0					4465.0	28396.0	4894.0				5121015.0			15658.0					4013.0	0.0				36271.0	160280.0					0.0							65032.0					0.0	66668.0							3343.0		0.0													447962	122512	92292	10795	737793	1159008	3696775	2521351	
s04966		4341.0									900.0												31062.0																						5550.0									12898.0									29344.0							2254.0										3380.0					2766.0	6829.0	0.0									29692.0		11581.0					5529.0	1326.0																		4049.0			0.0	1734.0					0.0		1194894		6638.0										7988.0	39714.0												0.0	3020.0				184443.0	633.0	895.0						17820.0				54355.0		2163.0							3729.0	714381				20219.0	50364.0	6539.0		33369.0		6605.0	2929.0					4642.0	30694.0	249.0				7792214.0			19436.0					3862.0	0.0				438968.0	3595055.0					0.0							1661.0					0.0	4126.0							2401.0		0.0													422710	117961	79834	8195	738197	1215441	3862575	2599942	
s04918		6394.0									127.0												0.0																						5258.0									8980.0									23076.0							0.0										2672.0					2595.0	6912.0	3195.0									24705.0		11186.0					3422.0	2340.0																		3122.0			0.0	2938.0					0.0		1226298		7505.0										7957.0	34237.0												0.0	3089.0				188728.0	0.0	4780.0						226.0				41807.0		2212.0							1268.0	722867				0.0	46064.0	0.0		24881.0		2561.0	2038.0					4522.0	5584.0	6156.0				4781270.0			14139.0					3801.0	1501.0				376825.0	2784806.0					0.0							55767.0					0.0	60055.0							1859.0		1512.0													395506	113001	71592	10178	686708	1059668	3494651	2349735	
s04942		4274.0									482.0												0.0																						4624.0									20240.0									26610.0							0.0										3324.0					2853.0	7495.0	1113.0									25563.0		11161.0					6225.0	2849.0																		3338.0			2164.0	1886.0					0.0		1147052		6727.0										6965.0	35315.0												0.0	2945.0				158802.0	0.0	768.0						0.0				43199.0		1983.0							898.0	695142				0.0	42101.0	0.0		24824.0		2186.0	2075.0					4873.0	2262.0	3924.0				5642578.0			13505.0					4592.0	0.0				17025.0	120818.0					0.0							61576.0					0.0	63338.0							2310.0		1032.0													443084	113611	80749	9999	743755	1161101	3506755	2518997	
s04910		5395.0									1412.0												113.0																						5050.0									2447.0									439.0							0.0										3607.0					3193.0	6366.0	0.0									90260.0		10319.0					6791.0	2164.0																		6452.0			0.0	2504.0					0.0		1211404		6311.0										7417.0	41123.0												0.0	2207.0				1624.0	0.0	1582.0						104.0				43070.0		2396.0							3329.0	645793				0.0	51147.0	0.0		25318.0		4714.0	1887.0					4050.0	6434.0	1637.0				5583638.0			23359.0					3092.0	715.0				144664.0	1311162.0					0.0							0.0					0.0	8906.0							2580.0		1199.0													496667	125612	81626	11910	735326	1168971	3452095	2293946	
s04896		5721.0									620.0												21392.0																						5279.0									10534.0									19393.0							754.0										2752.0					1409.0	5985.0	2236.0									22350.0		10447.0					5626.0	3203.0																		5582.0			1149.0	2364.0					0.0		1230328		6949.0										9084.0	50175.0												0.0	2502.0				140564.0	12.0	1523.0						20567.0				51582.0		2727.0							1765.0	708640				10793.0	71352.0	650.0		23140.0		2744.0	1904.0					4326.0	7111.0	3455.0				5580800.0			17729.0					4114.0	2853.0				148559.0	1334981.0					121.0							36336.0					0.0	35719.0							2570.0		733.0													505904	121457	81686	16457	711732	1111033	3398740	2340012	
s04977		4302.0									219.0												0.0																						6330.0									3207.0									460.0							9137.0										4358.0					3133.0	6310.0	0.0									27031.0		10611.0					4901.0	634.0																		5096.0			0.0	1653.0					0.0		985821		5355.0										6818.0	33440.0												0.0	2926.0				179178.0	0.0	848.0						112.0				47098.0		1772.0							1675.0	629688				5206.0	48013.0	0.0		24969.0		3420.0	2851.0					4687.0	30653.0	6005.0				6363466.0			6302.0					4027.0	4132.0				16899.0	121458.0					0.0							66306.0					0.0	51749.0							2394.0		1225.0													394968	125108	87182	8450	766453	1197478	3768251	2651100	
s04951		5935.0									122.0												123.0																						4806.0									6457.0									18473.0							1576.0										2568.0					2869.0	7202.0	1076.0									29423.0		10715.0					1721.0	4297.0																		3099.0			0.0	2179.0					0.0		1002554		2385.0										4323.0	36592.0												0.0	3109.0				198531.0	0.0	1540.0						239.0				38035.0		2246.0							1678.0	762239				5316.0	50064.0	0.0		27605.0		2377.0	1897.0					4429.0	29168.0	5557.0				4583610.0			9209.0					3353.0	0.0				118945.0	496241.0					0.0							42394.0					0.0	70246.0							502.0		1050.0													460747	124955	91426	11249	816453	1254189	3464165	2499989	
s04964		5091.0									869.0												121.0																						6053.0									19236.0									19363.0							0.0										1872.0					3033.0	6163.0	3514.0									29636.0		12332.0					1559.0	1723.0																		4297.0			0.0	2929.0					0.0		1244075		6293.0										5239.0	38443.0												0.0	3118.0				209568.0	0.0	3596.0						0.0				38238.0		1897.0							3172.0	827791				4689.0	55305.0	0.0		28618.0		3438.0	1936.0					4723.0	63558.0	6553.0				4400753.0			10346.0					4278.0	0.0				849612.0	10687757.0					0.0							19100.0					0.0	40811.0							1479.0		0.0													449945	128862	92594	10327	809092	1282218	3794401	2652706	
